MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,Sale Type,Sale Condition,SalePrice
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,2008,2008,Gable,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1566.0,Ex,Y,1566,1566,2,Gd,7,Typ,0,None,Attchd,2008.0,RFn,2.0,750.0,TA,TA,Y,None,WD ,Normal,262500
FV,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,1Fam,2Story,7,2004,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,991.0,Ex,Y,991,1947,2,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,2.0,678.0,TA,TA,Y,GdWo,WD ,Normal,254900
FV,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,1Fam,1Story,6,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,1468.0,Ex,Y,1468,1468,2,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,528.0,TA,TA,Y,None,WD ,Normal,271500
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,956.0,Ex,Y,956,2084,2,Gd,8,Typ,0,None,BuiltIn,2004.0,RFn,2.0,618.0,TA,TA,Y,None,WD ,Normal,233000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,2004,2004,Gable,VinylSd,VinylSd,BrkFace,122.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,831.0,Ex,Y,831,1659,2,Gd,8,Typ,0,None,Attchd,2004.0,RFn,2.0,484.0,TA,TA,Y,None,WD ,Normal,181000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,1994,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,948.0,Ex,Y,1222,2110,2,Gd,8,Typ,2,Fa,Attchd,1994.0,RFn,2.0,463.0,TA,TA,Y,None,WD ,Normal,205000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,1980,1980,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,BLQ,923.0,TA,Y,923,923,2,TA,5,Typ,1,TA,Attchd,1980.0,RFn,1.0,264.0,TA,TA,Y,None,WD ,Normal,143000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,1992,1992,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1055.0,Ex,Y,1055,1845,2,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2.0,462.0,TA,TA,Y,GdPrv,WD ,Normal,189000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,1979,1979,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,918.0,TA,Y,918,918,2,TA,5,Typ,1,TA,Attchd,1979.0,Unf,1.0,264.0,TA,TA,Y,None,WD ,Normal,99500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,1984,1984,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,744.0,TA,Y,752,752,1,TA,4,Typ,0,None,Attchd,1984.0,Unf,1.0,264.0,TA,TA,Y,MnPrv,WD ,Normal,125000
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,1Fam,2Story,7,1993,2003,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,996.0,Ex,Y,1014,1744,2,Gd,7,Typ,0,None,Attchd,1993.0,RFn,2.0,457.0,TA,TA,Y,None,WD ,Normal,194500
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,1Fam,1Story,6,1984,1985,Hip,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1040.0,TA,Y,1097,1097,2,TA,6,Typ,0,None,Attchd,1986.0,Unf,2.0,480.0,TA,TA,Y,GdPrv,WD ,Normal,152000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,1980,1981,Gable,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,650.0,TA,Y,888,1564,2,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2.0,476.0,TA,TA,Y,MnPrv,WD ,Normal,171000
RH,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,1Fam,1Story,5,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,816.0,TA,N,1012,1012,1,TA,5,Typ,0,None,Detchd,1920.0,Unf,1.0,429.0,TA,TA,Y,None,WD ,Normal,67500
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Duplex,1.5Fin,6,1978,1978,Gable,VinylSd,VinylSd,None,0.0,TA,TA,Slab,None,None,None,None,None,0.0,TA,Y,1318,1902,2,TA,8,Typ,0,None,Attchd,1978.0,Unf,2.0,539.0,TA,TA,Y,None,WD ,Normal,112000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,SFoyer,5,1961,1995,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1109.0,TA,Y,1155,1155,1,Gd,6,Min2,0,None,Detchd,1987.0,Unf,2.0,576.0,TA,TA,Y,MnPrv,WD ,Normal,148000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,1Fam,1Story,5,1965,2009,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,BLQ,894.0,Ex,Y,894,894,1,TA,5,Typ,1,Gd,Detchd,1973.0,Unf,1.0,336.0,TA,TA,Y,MnPrv,WD ,Normal,138500
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,1967,1967,Gable,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,882.0,TA,Y,900,900,1,TA,5,Typ,0,None,Detchd,1970.0,Unf,1.0,280.0,TA,TA,Y,MnPrv,WD ,Normal,122000
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,5,1963,1963,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1040.0,Fa,Y,1040,1040,1,TA,5,Typ,0,None,Attchd,1963.0,Fin,1.0,308.0,TA,TA,Y,MnPrv,WD ,Normal,133000
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,1962,2010,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,1040.0,Ex,Y,1040,1040,1,TA,6,Typ,0,None,Detchd,1962.0,Unf,1.0,260.0,TA,TA,Y,None,WD ,Normal,127000
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,1Fam,1Story,6,1974,2002,Hip,Plywood,Plywood,BrkCmn,250.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,GLQ,1208.0,Ex,Y,1494,1494,2,TA,7,Typ,2,Fa,Attchd,1974.0,Fin,2.0,461.0,TA,TA,Y,GdPrv,WD ,Abnorml,169000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,1992,1992,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,750.0,Ex,Y,1061,1923,2,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2.0,564.0,TA,TA,Y,None,WD ,Normal,190000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,1993,1993,Gable,HdBoard,ImStucc,BrkFace,504.0,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,1231.0,Ex,Y,1251,2349,2,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3.0,762.0,TA,TA,Y,None,WD ,Normal,362500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,1992,1993,Gable,HdBoard,HdBoard,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1390.0,Ex,Y,1402,2225,2,Gd,7,Typ,1,TA,Attchd,1992.0,RFn,3.0,713.0,TA,TA,Y,None,WD ,Normal,285000
FV,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,TwnhsE,1Story,7,2004,2005,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1488.0,Ex,Y,1488,1488,2,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2.0,506.0,TA,TA,Y,None,WD ,Normal,260000
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,7,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,840.0,Ex,Y,840,1680,2,Gd,3,Typ,0,None,Attchd,2004.0,RFn,2.0,588.0,TA,TA,Y,None,WD ,Normal,190000
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,7,2004,2004,Gable,MetalSd,MetalSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,600.0,Ex,Y,600,1200,2,Gd,4,Typ,0,None,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,None,ConLD,Normal,155000
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,7,2004,2005,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,600.0,Ex,Y,600,1200,2,Gd,4,Typ,0,None,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,None,WD ,Normal,151000
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,7,2004,2005,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,ALQ,600.0,Ex,Y,600,1200,2,Gd,4,Typ,0,None,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,None,WD ,Normal,149500
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,6,2005,2005,Gable,VinylSd,VinylSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,600.0,Ex,Y,600,1236,2,Gd,4,Typ,0,None,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,None,WD ,Normal,152000
FV,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,2009,2009,Gable,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,1470.0,Ex,Y,1478,1478,2,Gd,7,Typ,1,Gd,Attchd,2009.0,Fin,2.0,484.0,TA,TA,Y,None,New,Partial,222000
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,6,2000,2000,Gable,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,756.0,Ex,Y,769,1573,2,Gd,5,Typ,0,None,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,None,WD ,Normal,177500
FV,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,2000,2000,Gable,MetalSd,MetalSd,BrkFace,1159.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,756.0,Ex,Y,756,1512,2,Gd,5,Typ,0,None,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,None,WD ,Normal,177000
FV,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Twnhs,2Story,7,1999,1999,Hip,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,696.0,Ex,Y,696,1416,2,Gd,6,Typ,0,None,Detchd,1999.0,Unf,2.0,484.0,TA,TA,Y,None,WD ,Normal,155000
FV,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,TwnhsE,2Story,7,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,530.0,Ex,Y,530,1080,2,Gd,4,Typ,0,None,Attchd,2003.0,RFn,2.0,496.0,TA,TA,Y,None,WD ,Normal,147110
FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,2010,2010,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,Po,No,GLQ,Unf,1642.0,Ex,Y,1418,1418,1,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,3.0,852.0,TA,TA,Y,None,New,Partial,267916
FV,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,2000,2000,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,975.0,Ex,Y,975,1848,2,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,2.0,592.0,TA,TA,Y,None,WD ,Normal,254000
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,TwnhsE,1Story,8,1980,1980,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,728.0,TA,Y,788,788,1,Gd,3,Typ,1,TA,Detchd,1980.0,Fin,2.0,484.0,TA,TA,Y,None,WD ,Normal,155000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Twnhs,1Story,8,1978,1978,Gable,Wd Sdng,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1226.0,TA,Y,1226,1226,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2.0,484.0,TA,TA,Y,None,WD ,Normal,206000
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,1Fam,2Story,6,1976,2005,Gable,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,TA,No,GLQ,Unf,725.0,Ex,Y,725,1479,2,Gd,6,Typ,0,None,Attchd,1976.0,RFn,2.0,475.0,TA,TA,Y,None,WD ,Normal,130500
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,2002,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1492.0,Ex,Y,1492,1492,2,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,2.0,596.0,TA,TA,Y,None,WD ,Normal,230000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,1967,1967,Hip,HdBoard,HdBoard,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,1829.0,Gd,Y,1829,1829,2,TA,8,Typ,0,None,Attchd,1967.0,RFn,2.0,535.0,TA,TA,Y,None,WD ,Normal,218500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,2Story,6,1993,1993,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,1280.0,Ex,Y,1280,2495,2,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,2.0,660.0,TA,TA,Y,None,WD ,Normal,243500
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,1977,2001,Gable,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,1610.0,Gd,Y,1610,1610,2,Gd,6,Typ,2,TA,Attchd,1977.0,RFn,2.0,480.0,TA,TA,Y,None,WD ,Normal,205000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1.5Fin,6,1978,1978,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,ALQ,LwQ,1224.0,TA,Y,1287,1891,3,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2.0,678.0,TA,TA,Y,None,WD ,Normal,212500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,1988,1988,Gable,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,980.0,TA,Y,980,1714,2,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2.0,496.0,TA,TA,Y,MnPrv,WD ,Normal,196500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,1972,2006,Hip,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1161.0,TA,Y,1381,1381,1,Gd,5,Typ,1,TA,Attchd,1972.0,RFn,2.0,676.0,TA,TA,Y,None,WD ,Normal,197500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,2Story,6,1971,1971,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,715.0,TA,Y,930,1645,1,TA,7,Typ,0,None,Attchd,1971.0,RFn,2.0,441.0,TA,TA,Y,GdWo,WD ,Normal,171000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,1966,1966,Hip,VinylSd,VinylSd,BrkFace,172.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1232.0,TA,Y,1232,1232,1,TA,6,Typ,0,None,Attchd,1966.0,RFn,2.0,490.0,TA,TA,Y,None,WD ,Normal,142250
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,1Fam,1Story,6,1963,1963,Hip,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,1328.0,TA,Y,1328,1328,1,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2.0,528.0,TA,TA,Y,None,WD ,Normal,143000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,1959,1959,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,950.0,Fa,Y,1225,1225,1,TA,6,Typ,0,None,None,1979.0,None,0.0,0.0,None,None,Y,None,WD ,Normal,128950
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,1966,1966,Hip,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,Unf,1209.0,Gd,Y,1209,1209,1,TA,6,Typ,0,None,Attchd,1966.0,RFn,2.0,504.0,TA,TA,Y,None,ConLD,Normal,159000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,1967,1967,Gable,Wd Sdng,Plywood,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1510.0,Ex,Y,1510,1510,2,Gd,6,Typ,0,None,Attchd,1967.0,RFn,2.0,517.0,TA,TA,Y,GdPrv,WD ,Normal,178900
RL,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,1964,1964,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,533.0,TA,Y,1131,1775,2,TA,8,Typ,0,None,Attchd,1964.0,Unf,2.0,480.0,TA,TA,Y,None,COD,Family,136300
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,SLvl,5,1964,1964,Hip,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,Unf,1152.0,TA,Y,1152,1152,1,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2.0,484.0,TA,TA,Y,None,WD ,Normal,180500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,1Fam,SFoyer,6,1963,1963,Gable,MetalSd,MetalSd,BrkFace,156.0,TA,Gd,PConc,TA,TA,Gd,GLQ,Unf,936.0,Ex,Y,1054,1054,1,Gd,6,Typ,0,None,Attchd,1963.0,RFn,2.0,480.0,TA,TA,Y,MnPrv,WD ,Abnorml,137500
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Duplex,1Story,5,1962,2001,Hip,HdBoard,HdBoard,BrkFace,144.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1728.0,TA,Y,1728,1728,2,TA,10,Typ,0,None,None,1979.0,None,0.0,0.0,None,None,Y,None,Oth,Abnorml,84900
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,1950,1996,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,GLQ,Rec,1078.0,Gd,Y,1078,1078,1,Gd,5,Typ,0,None,Attchd,1950.0,Unf,1.0,240.0,TA,TA,Y,None,WD ,Normal,142125
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,5,1952,2002,Gable,MetalSd,MetalSd,BrkFace,265.0,Gd,TA,CBlock,TA,TA,No,LwQ,Unf,1140.0,Gd,Y,1929,2461,2,TA,7,Min2,2,Gd,Detchd,1994.0,Unf,2.0,400.0,TA,TA,Y,GdWo,WD ,Normal,197600
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,1Fam,1.5Fin,6,1949,1950,Gable,MetalSd,MetalSd,Stone,340.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,782.0,TA,Y,1019,1556,2,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,2.0,470.0,TA,TA,Y,None,WD ,Normal,172500
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1Story,5,1958,2008,Gable,Wd Sdng,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,Unf,858.0,Gd,Y,858,858,1,TA,4,Typ,0,None,None,1979.0,None,0.0,0.0,None,None,Y,None,WD ,Normal,116500
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1Story,3,1940,1966,Gable,Wd Sdng,Plywood,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,Unf,728.0,Ex,Y,1306,1306,1,Fa,6,Mod,0,None,None,1979.0,None,0.0,0.0,None,None,Y,GdWo,WD ,Normal,76500
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,1954,1954,Gable,HdBoard,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,1056.0,TA,Y,1063,1063,1,TA,6,Typ,0,None,Attchd,1954.0,RFn,1.0,280.0,TA,TA,Y,MnPrv,WD ,Normal,128000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,1955,1972,Gable,AsbShng,AsbShng,BrkFace,164.0,TA,TA,CBlock,TA,TA,Av,BLQ,LwQ,1156.0,Ex,Y,1520,1520,1,TA,7,Typ,2,Gd,Basment,1955.0,RFn,1.0,364.0,TA,TA,Y,None,WD ,Normal,153000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,1954,1954,Gable,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,1268.0,Gd,Y,1268,1268,1,TA,7,Typ,1,Gd,Attchd,1954.0,Fin,1.0,244.0,TA,TA,Y,None,WD ,Normal,132000
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,SFoyer,6,1966,2008,Gable,HdBoard,HdBoard,BrkFace,216.0,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,1080.0,Gd,Y,1128,1128,1,Gd,5,Typ,1,Gd,Attchd,1966.0,Unf,1.0,315.0,TA,TA,Y,None,WD ,Normal,178000
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Duplex,2Story,5,1960,1960,Gable,MetalSd,MetalSd,BrkFace,361.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1105.0,TA,Y,1105,2274,2,TA,12,Typ,0,None,Detchd,1960.0,Unf,2.0,480.0,TA,TA,Y,None,WD ,Normal,154300
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,1Fam,1Story,7,1970,1989,Gable,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1947.0,TA,Y,2207,2207,2,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2.0,576.0,TA,TA,Y,None,WD ,Normal,180000
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,1Fam,1Story,6,1966,2002,Gable,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,Rec,1517.0,Ex,Y,1888,1888,2,Gd,6,Mod,1,Gd,Attchd,1966.0,Fin,2.0,578.0,TA,TA,Y,None,WD ,Normal,190000
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Duplex,1Story,5,1958,1958,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1604.0,TA,Y,1604,1604,2,TA,8,Typ,0,None,Attchd,1958.0,Unf,2.0,576.0,TA,TA,Y,None,WD ,Normal,135000
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,7,2003,2009,Gable,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1480.0,Ex,Y,1480,1480,2,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2.0,620.0,TA,TA,Y,MnPrv,WD ,Normal,214000
